,날짜,제목,요약
82,2021.05.03.,"정유사, 유가 효과 없어도 2Q 실적 자신하는 이유",1분기는 국제유가 상승에 따른 재고평가이익이 상당 부분 정유사들의 실적을 견인했다. 2분기에는 이 같은 유가 효과 대신 정제마진 상승 및 석유화학과 윤활기유 등 비(非)정유 부문 호조 등으로 견조한 실적을...
83,2021.05.06.,5일 국제유가 WTI 하락‧Brent 상승,"93달러 오른 배럴당 67.76달러에 거래를 마쳤다. 한국석유공사는 5일 국제유가(Brent 기준)는 미국 재고 감소 등으로 상승했고, 인도 코로나19 확산세 지속, 차익실현 움직임 등은 상승폭을 제한했다고 전했다."
84,2021.05.04.,[유가]글로벌 수요 전망 긍정론에 상승 마감,김나래 특파원=국제유가는 3일(현지시간) 글로벌 원유 수요 기대감에 상승 마감했다. 셰일유 생산시설 [사진=블룸버그] 이날 뉴욕상업거래소에서 6월물 서부텍사스산원유(WTI) 가격은 전 거래일 대비 91센트(1.4%) 오른...
85,2021.05.02.,"정유업계, 유가상승 덕에… 벌써 1兆 흑자","지난해 5조원 넘는 적자를 낸 정유업계가 국제유가 상승으로 반등에 성공, 1조원이 넘는 영업이익을 달성하며 반전에 성공했다. 29일 관련업계에 따르면 최근 실적발표를 마친 에쓰오일과 현대오일뱅크의 1분기 합산..."
86,2021.04.22.,"[원자재시황] 국제유가, 코로나19 재확산·원유재고 증가에 하락",국제유가가 코로나19 재확산 우려와 원유 재고 증가 소식에 하락했다. 21일(현지시간) 뉴욕상업거래소에서 6월물 서부텍사스산원유(WTI) 가격은 전 거래일보다 1.32달러(2.1%) 하락한 배럴당 61.35달러에 거래를 마쳤다....
87,2021.05.04.,"국제유가 1%대 올라, 글로벌 원유수요 회복 기대감 높아져",국제유가가 상승했다. 3일 뉴욕상업거래소에서 6월물 인도분 서부텍사스산원유(WTI)는 직전 거래일보다 배럴당 1.43%(0.91달러) 오른 64.49달러에 거래를 마쳤다. 국제유가가 3일 상승했다. 런던선물거래소의 6월물...
88,2021.04.21.,국제유가 상승에 생산자물가 5개월째↑…휘발유 13% 뛰어,신호경 성서호 기자 = 국제유가 강세 탓에 공산품을 중심으로 생산자물가가 5개월째 올랐다. 21일 한국은행에 따르면 3월 생산자물가지수는 2월(105.91)보다 0.9% 높은 106.85(2015년 수준 100)로 집계됐다. 지수는 지난해...
89,2021.05.06.,유가·물가 급반등세 지속…하반기 '한은 금리 인상 전망' 솔솔,"국제 유가와 세계 주요국 물가 반등이 빠른 속도로 이뤄지면서 각국 기준금리 인상 시점이 앞당겨질 수 있다는 관측이 나온다. WTI 가격은 1년 새 3배 넘게 올랐고, 지난달 국내 물가 상승률은 3년 8개월 만에 최고치를..."
90,2021.05.04.,통화 공급확대 유가상승 겹쳐 고물가저성장 스테그플레이션,"국제유가 상승에서 석유류는 전년동월 대비 13.4%, 전월 대비 1.5% 상승하며 공업제품 가격도 전년동월 대비 2.3% 상승해, 유가 상승과 통화공급 확대가 고물가에..."
91,2021.04.30.,"국제유가 6주만에 최고치…WTI 배럴당 65.01달러, 1.8%↑",로이터=연합뉴스 국제유가가 29일(현지시간) 1% 넘게 오르며 3거래일 연속 상승 마감됐다. 이에 따라 서부텍사스산 원유(WTI)와 브렌트유 모두 6주만에 최고치를 기록했다. 미국의 경제성장률 상승에 대한 대한 낙관적...
92,2021.04.29.,"현대오일뱅크, 유가상승·정제마진 회복에 '흑전'...2분기 전망도 '밝아'",코로나19 백신 보급 확대로 글로벌 경기 개선 기대감이 높아졌으며 미국 한파로 인한 원유 생산 차질로 국제유가가 큰폭의 상승세를 보였기 때문이다. 또한 정제마진 회복세도 연말까지 지속될 것으로 전망되고...
93,2021.04.20.,"[원자재시황] 국제유가, 약달러·공급축소 우려에 상승…WTI 0.4%↑",국제 유가는 달러 약세 흐름과 리비아의 일부 유전에서의 원유 공급이 중단됐다는 소식에 상승했다. 19일(현지시간) 뉴욕상업거래소에서 5월물 서부텍사스산원유(WTI) 가격은 전장보다 25센트(0.4%) 오른 배럴당 63....
94,2021.05.07.,Korean shipyards tapping another multibillion-dollar Petrobras offshore ...,[영문뉴스 원문 바로가기] 국제유가 상승에 해양플랜트 시장이 살아날 조짐을 보이자 한국조선해양•대우조선해양 등 국내 주요 조선사들이 수주 시장에 본격적으로...
95,2021.05.03.,국제유가 배럴당 65달러 상회 용인은 시기상조 - NH證,"NH투자증권은 3일 ""배럴당 65달러를 상회하는 국제유가 용인은 여전히 시기상조""라고 밝혔다. 황병진 연구원은 ""지난주 WTI 가격이 재차 배럴당 65달러까지 상승하는 모습을 보였다""면서도 이같이 진단했다. 5월 이후..."
96,2021.04.30.,"[국제유가] 미국 경제 정상화 기대감에 상승… WTI, 65달러 상회",국제유가는 미국 경제 정상화에 대한 기대감이 확산되면서 상승했다. 29일(현지시각) 뉴욕상업거래소에서 6월물 서부텍사스산원유(WTI) 가격은 전 거래일 대비 1.15달러(1.8%) 오른 배럴당 65.01달러에 마감했다. 이는...
97,2021.04.29.,[국제유가] 석유수요 회복 기대에 28일 유가 상승,중동산 Dubai유 등 국제유가의 일일 변동 현황  28일 국제유가는 미 중간유분 재고 감소 및 정유사 가동률 증가 등 석유수요 회복 기대로 상승한 가운데 인도 코로나19 확산 지속 등은 유가 상승폭을 제한시켰다....
98,2021.05.02.,[국제유가] 中 제조업황 둔화 등에 30일 유가 하락,"중동산 Dubai유 등 국제유가의 일일 변동 현황 30일 국제유가는 인도 석유수요 둔화 우려, 일본의 원유 수입 감소 소식, 중국의 제조업황 둔화 등으로 하락했다. 한국석유공사(사장 양수영)는 서부 텍사스산..."
99,2021.05.03.,산업금속.농산물 주도 원자재 강세...국제유가 상승은 제한적,"국제유가 역시 최근 다시 올랐지만, 신종 코로나바이러스 감염증(코로나19)이 추가 상승을 제한할 전망이다. 3일 금융투자업계에 따르면, 원자재 시장은 지난주, 2.33%의 상승률을 추가, 연초 대비 수익률이 22.90%로..."
100,2021.05.04.,"농축산물 · 유가 급등→물가 상승, 3년 8개월 만에 최대","농축산물 가격이 크게 올랐고, 국제 유가 상승이 영향을 줬습니다. 화강윤 기자가 전해드립니다. <기자> 지난 4월 소비자물가지수는 지난해 같은 달보다 2.3% 오른 것으로 나타났습니다. 2017년 8월 이후 3년 8개월 만에..."
101,2021.05.06.,[국제유가] 美 원유재고 감소 등에 5일 유가 상승·하락 혼조,"중동산 Dubai유 등 국제유가의 일일 변동 현황 5일 북해산 Brent유 기준 국제유가는 미국 재고 감소 등으로 소폭 상승한 가운데 인도 코로나19 확산세 지속, 차익실현 움직임 등은 유가 상승폭을 제한시키면서..."
102,2021.05.05.,"[유가]WTI, 2%대 상승…코로나 이동제한 완화",김나래 특파원=국제유가는 4일(현지시간) 혼조세를 보였다. 미국과 유럽이 코로나19 완화 제재를 완화하면서 투자심리에 긍정적으로 작용했다. 셰일유 생산시설 [사진=블룸버그] 이날 뉴욕상업거래소에서...
103,2021.05.07.,"국제유가 수요둔화 우려, WTI 1.4%↓…국제금값 1800달러 돌파",국제유가가 휘발유 수요가 둔화 우려에 하락 마감했다. 6일(현지시간) 뉴욕상업거래소에서 미국 서부텍사스원유(WTI) 6월 인도분 선물은 전장 대비 92센트(1.4%) 하락해 배럴당 64.71달러에 거래를 마쳤다....
104,2021.05.02.,‘코로나 직격탄’ 공기업 11곳 적자전환…국제유가·영업제한 여파,"지난해 코로나19로 영업에 차질을 빚거나 국제유가 하락으로 공기업 11곳이 적자로 돌아섰고, 4곳은 적자 폭이 확대됐다. 2일 공공기관 경영정보 공개시스템 알리오에 따르면 36개 공기업 중 11곳이 지난해..."
105,2021.05.05.,[국제유가]미국·유럽 여행 문 열린다…WTI 66달러 근접,국제유가가 이틀째 상승했다. 4일(현지시간) 미국 뉴욕상업거래소에서 6월 인도분 서부텍사스산원유(WTI)는 전거래일 대비 배럴당 1.9% 오른 65.69달러에 거래를 마쳤다. 지난 3월 11일(배럴당 66.02달러) 이후 거의 두 달...
106,2021.05.01.,[이번주 유가 동향]국내 휘발윳값 1534.0원…3주째 소폭 하락,(사진=연합뉴스)이번주(4월 26~29일) 국제유가의 경우 우리나라로 수입되는 원유 기준인 두바이유가 전주보다 0.3달러 내린 배럴당 63.6달러를 기록했다. 국제 유가 등락은 통상 2주여 후 국내 주유소 가격에...
107,2021.05.03.,印 수요 감소에 국제 유가 하락,"국제유가가 코로나19 2차 대유행으로 고전하고 있는 인도의 수요 감소에 소폭 하락했다. 3일 오전 기준 북해산 브렌트유는 전 거래일 대비 0.2%(15센트) 떨어진 배럴당 66.61달러, 미국 서부텍사스산원유(WTI) 또한 0.2..."
108,2021.05.06.,"KDI ""국제유가 상승으로 올해 물가 상승률 0.5~0.8%P 상승""","이투데이=세종=김지영 기자 | '최근 유가 상승의 국내 경제 파급효과' 보고서…""기저효과 해소되면 상승 압력 줄어들 것"" (자료=한국개발연구원(KDI)) 국제유가 상승에 따른 인플레이션 우려에 대해 한국개발연구원(KDI)은..."
109,2021.05.06.,"[국제유가] 美 재고 감소에도 보합… WTI, 0.09% 하락","뉴데일리 성재용 기자 = 국제유가가 보합권에서 움직였다. 5일(현지시각) 뉴욕상업거래소(NYMEX)에서 미국 서부텍사스산 원유(WTI)는 전거래일에 비해 배럴당 0.06달러 하락(-0.09%)한 65.63달러에, 중동산 두바이유는 1...."
110,2021.05.04.,국제유가 '80불' 전망도…에너지공기업들 적자 면할까,"지난해 6월 이후 배럴당 40달러대 수준에서 움직이던 국제유가가 올들어 60달러대까지 뛰면서다. 특히 발전사 실적에 가장 큰 영향을 주는 전력시장 도매가격, 즉 SMP(계통한계가격)이 오르고 있다. 앞서 5개..."
111,2021.05.07.,"뉴욕증시, 4월 고용 지표 앞두고 강세...국제유가는 하락",76포인트(3.97%) 하락한 18.39를 기록했다. 국제유가는 하락했다. 이날 뉴욕상업거래소에서 6월물 서부텍사스산원유(WTI) 가격은 전장보다 0.92달러(1.40%) 떨어진 배럴당 64.71달러에 거래를 마쳤다.
112,2021.04.27.,"[원자재시황] 국제유가, 코로나19 확산 우려에 하락..WTI 0.4%↓",국제유가는 인도발 코로나19 확산 우려로 원유 수요가 줄어들 것으로 전망돼 하락했다. 26일(현지시간) 뉴욕상업거래소에서 6월물 서부텍사스산원유(WTI) 가격은 전 거래일보다 23센트(0.4%) 하락한 배럴당 61.91달러에...
113,2021.05.06.,[국제유가]WTI 0.1% 하락…휘발유 재고 예상 밖 증가,미 주간 휘발유 재고가 예상과 달리 증가해 유가가 하락세로 돌아섰다. 뉴욕상업거래소(NYMEX)에서 WTI 선물은 전장보다 6센트(0.1%) 낮아진 배럴당 65.63달러를 기록했다. ICE 선물거래소의 브렌트유 선물은 8센트(0.1...
114,2021.05.04.,[국제유가]예상보다 가파른 경기 회복…WTI 1.4%↑,"국제유가가 다시 반등했다. 3일(현지시간) 미국 뉴욕상업거래소에서 6월 인도분 서부텍사스산원유(WTI)는 전거래일 대비 배럴당 1.4% 오른 64.49달러에 거래를 마쳤다. 전거래일 하락 전환했다가, 다시 상승으로 돌아선..."
115,2021.05.04.,4월 소비자물가 2.3% 올라...유가·농수산물 상승으로 3년8개월만에 최고기록,"신종 코로나바이러스감염증(코로나19)이 진행 중이고 작황 부진과 조류 인플루엔자(AI)로 인한 농축수산물의 가격 상승, 국제유가까지 큰 폭으로 오른 영향이다. 통계청은 4일 ‘2021년 4월 소비자물가동향’을..."
116,2021.05.08.,"[속보] 국제유가, 상승 마감···WTI 0.3%↑",국제유가가 상승 마감했다. 7일(현지시간) 뉴욕상업거래소에서 6월물 서부텍사스산원유(WTI) 가격은 전 거래일 대비 0.19달러(0.3%) 오른 배럴당 64.90달러에 거래를 마쳤다. WTI 가격은 이번 주 들어 2.1% 상승했다....
117,2021.04.30.,[국제유가]가파른 미국 경제 성장세…WTI 사흘째 상승,국제유가가 3거래일 연속 상승했다. 29일(현지시간) 미국 뉴욕상업거래소에서 6월 인도분 서부텍사스산원유(WTI)는 전거래일 대비 배럴당 1.8% 오른 65.01달러에 거래를 마쳤다. 지난달 15일(배럴당 65.39달러) 이후...
118,2021.05.04.,[국제유가] 코로나 백신 접종 확대 등에 3일 유가 상승,중동산 Dubai유 등 국제유가의 일일 변동 현황 3일 국제유가는 선진국의 코로나 백신 접종 확대 등으로 상승한 가운데 인도의 코로나19 확산에 따른 석유수요 감소 현실화 등은 유가 상승폭을 제한시켰다....
119,2021.04.28.,"국제유가, OPEC+ 감산 완화 방침에 반등…WTI 1.7%↑",5월부터 7월까지 하루 218만 배럴 증산 합의 석유수출국기구(OPEC)와 러시아 등 주요 산유국들간 협의체인 OPEC플러스(OPEC+)가 감산 완화 방침을 유지하기로 한 가운데 국제유가가 반등에 성공했다. 27일(현지시간)...
120,2021.04.28.,"국제유가, OPEC+ 감산 완화 방침에 반등…WTI 1.7%↑",5월부터 7월까지 하루 218만 배럴 증산 합의 석유수출국기구(OPEC)와 러시아 등 주요 산유국들간 협의체인 OPEC플러스(OPEC+)가 감산 완화 방침을 유지하기로 한 가운데 국제유가가 반등에 성공했다. 27일(현지시간)...
121,2021.05.04.,"[국제유가] 미국·유럽 경제 회복 기대감에 상승… WTI, 1.4%↑",국제유가는 미국에 이어 유럽도 경제 회복세가 이어질 것이라는 기대감에 상승했다. 3일(현지시각) 뉴욕상업거래소에서 6월물 서부텍사스산원유(WTI) 가격은 전 거래일 대비 91센트(1.4%) 오른 배럴당 64.49달러에...
